domain,layer,head,rA,mean_conc
multi,9,2,-0.4244054325787759,0.3109727566971362
multi,9,3,-0.5403328105220786,0.34255857085718694
multi,9,4,-0.5879344542956184,0.29686759556960135
multi,9,5,-0.6039378769868166,0.3231815912769836
multi,9,6,-0.536589686089109,0.25551140366248715
multi,9,7,-0.46532397901059575,0.31136333739873273
multi,9,8,-0.6273405976414114,0.27550811689455534
multi,9,9,-0.47866530355761283,0.29834745534994067
multi,9,10,-0.47382182295532066,0.30387056076410907
multi,9,11,-0.5266501896904892,0.3020457152313399
multi,10,0,-0.3642768660082546,0.26996851025275814
multi,10,1,-0.4192644673795174,0.273521208213371
multi,10,2,-0.44007639910515467,0.27228945580501
multi,10,3,-0.3834474850934842,0.29387576675530774
multi,10,4,-0.4737695726382297,0.2976416615606512
multi,10,5,-0.5172193935647353,0.3062465363046498
multi,10,6,-0.3946706654107273,0.3109256220095366
multi,10,7,-0.4332729977685872,0.31404043661737907
multi,10,8,-0.521007046632832,0.3033824354699514
multi,10,9,-0.44470302752404905,0.3170890120915996
multi,10,10,-0.47954824572059157,0.30926995587001727
multi,10,11,-0.4591509838911761,0.31088562179537654
multi,11,0,-0.28808504326325235,0.2829851016257573
multi,11,1,-0.5259287136136425,0.2861779015330435
multi,11,2,-0.4241322116765115,0.3040379670638483
multi,11,3,-0.41663483678889196,0.40241542718942885
multi,11,4,-0.44462394849769826,0.31036501862470384
multi,11,5,-0.49701169784823684,0.26284651950146387
multi,11,6,-0.5321954320688016,0.266645678038736
multi,11,7,-0.4335193301965698,0.27581555779697825
multi,11,8,-0.15560701137378183,0.3926179176106036
multi,11,9,-0.4448929428573083,0.25136256796642414
multi,11,10,-0.42810890276553576,0.30627681430682396
multi,11,11,-0.3164536302061779,0.35923864786486026
